Title,Video URL,Channel,Channel URL,Timestamp,Year,Month,Weekdays,TimeOfDay,Hour
Baa Baa Black Sheep | CoComelon Nursery Rhymes & Kids Songs,https://www.youtube.com/watch?v=MR5XSOdjKMA,Cocomelon - Nursery Rhymes,https://www.youtube.com/channel/UCbCmjCuTUZos6Inko4u57UQ,2022-02-24 08:17:38+04:00,2022,2,0,Early Morning,8
Wake Up Yoga  |  11-Minute Morning Yoga Practice,https://www.youtube.com/watch?v=UEEsdXn8oG8,Yoga With Adriene,https://www.youtube.com/channel/UCFKE7WVJfvaHW5q283SxchA,2022-02-24 07:33:35+04:00,2022,2,0,Early Morning,7
Backpropagation Details Pt. 1: Optimizing 3 parameters simultaneously.,https://www.youtube.com/watch?v=iyn2zdALii8,StatQuest with Josh Starmer,https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw,2022-02-23 22:22:53+04:00,2022,2,0,After Work Hours,22
Neural Networks Pt. 2: Backpropagation Main Ideas,https://www.youtube.com/watch?v=IN2XmBhILt4,StatQuest with Josh Starmer,https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw,2022-02-23 22:21:08+04:00,2022,2,0,After Work Hours,22
Support Vector Machines Part 1 (of 3): Main Ideas!!!,https://www.youtube.com/watch?v=efR1C6CvhmE,StatQuest with Josh Starmer,https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw,2022-02-23 21:59:53+04:00,2022,2,0,After Work Hours,21
"Gradient Descent, Step-by-Step",https://www.youtube.com/watch?v=sDv4f4s2SB8,StatQuest with Josh Starmer,https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw,2022-02-23 21:33:41+04:00,2022,2,0,After Work Hours,21
The Chain Rule,https://www.youtube.com/watch?v=wl1myxrtQHQ,StatQuest with Josh Starmer,https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw,2022-02-23 21:33:38+04:00,2022,2,0,After Work Hours,21
"Sesame Street: Healthy Teeth, Healthy Me: Brushy Brush PSA",https://www.youtube.com/watch?v=wxMrtK-kYnE,Sesame Street,https://www.youtube.com/channel/UCoookXUzPciGrEZEXmh4Jjg,2022-02-23 20:15:53+04:00,2022,2,0,After Work Hours,20
Pizza Party | Super Simple Songs,https://www.youtube.com/watch?v=KP69YPqHquY,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-02-23 19:11:34+04:00,2022,2,0,After Work Hours,19
Five Little Speckled Frogs | Kids Songs | Super Simple Songs,https://www.youtube.com/watch?v=TtX8yVEF0-w,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-02-23 19:10:02+04:00,2022,2,0,After Work Hours,19
Brush Your Teeth | Kids Songs |  Super Simple Songs,https://www.youtube.com/watch?v=wCio_xVlgQ0,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-02-23 19:07:24+04:00,2022,2,0,After Work Hours,19
Old MacDonald Had a Farm • Nursery Rhymes Song with Lyrics • Animated Cartoon for Kids,https://www.youtube.com/watch?v=dpnUYVezBVw,"Kids' Songs, from BusSongs.com",https://www.youtube.com/channel/UCKSd11cg6cShO7K6tIZUWjQ,2022-02-23 19:04:04+04:00,2022,2,0,After Work Hours,19
Yes Yes Vegetables! | Kids Learning Videos | Nursery Rhymes | ABCs And 123s,https://www.youtube.com/watch?v=5-FccrPhWtQ,Moonbug Kids - Kids Learning Videos,https://www.youtube.com/channel/UC1QqdFv5e9QSEi0eYdfwuqw,2022-02-23 18:59:53+04:00,2022,2,0,After Work Hours,18
This Is A Happy Face | + More Kids Songs | Super Simple Songs,https://www.youtube.com/watch?v=CMcyPwtLD9g,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-02-23 18:59:26+04:00,2022,2,0,After Work Hours,18
BINGO | Super Simple Songs,https://www.youtube.com/watch?v=9mmF8zOlh_g,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-02-23 18:58:53+04:00,2022,2,0,After Work Hours,18
Old MacDonald Had A Farm | Nursery Rhymes | Super Simple Songs,https://www.youtube.com/watch?v=_6HzoUcx3eo,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-02-23 18:57:48+04:00,2022,2,0,After Work Hours,18
Wheels on the Bus | CoComelon Nursery Rhymes & Kids Songs,https://www.youtube.com/watch?v=e_04ZrNroTo,Cocomelon - Nursery Rhymes,https://www.youtube.com/channel/UCbCmjCuTUZos6Inko4u57UQ,2022-02-23 18:54:26+04:00,2022,2,0,After Work Hours,18
Yes Yes Playground Song! | @CoComelon | Kids Learn! | Nursery Rhymes | Sing Along,https://www.youtube.com/watch?v=nyrGmLW-NeU,Moonbug Kids - Kids Learning Videos,https://www.youtube.com/channel/UC1QqdFv5e9QSEi0eYdfwuqw,2022-02-23 18:50:04+04:00,2022,2,0,After Work Hours,18
Beyond Broca: Architecture and Evolution of a Dual Speech Control Model - Greg Hickok,https://www.youtube.com/watch?v=J9NVBcdf_us,C-STAR Lecture Series,https://www.youtube.com/channel/UC8p0CuG4He9nqCR4nnzhZ7w,2022-02-23 10:43:52+04:00,2022,2,0,Working Hours,10
Intracranial electrophysiology of speech perception and production - Adeen Flinker,https://www.youtube.com/watch?v=GEYdnr0rboE,C-STAR Lecture Series,https://www.youtube.com/channel/UC8p0CuG4He9nqCR4nnzhZ7w,2022-02-23 10:42:17+04:00,2022,2,0,Working Hours,10
20 min Morning Power Yoga Flow - Intermediate Morning Yoga,https://www.youtube.com/watch?v=0BU-kza1sx8,Yoga with Kassandra,https://www.youtube.com/channel/UCX32D3gKXENrhOXdZjWWtMA,2022-02-23 07:16:47+04:00,2022,2,0,Early Morning,7
Bill Maher: LIBERALS Are Creating A Generation Of Howie Mandels,https://www.youtube.com/watch?v=r1iFmPTtKkw,The Hill,https://www.youtube.com/channel/UCPWXiRWZ29zrxPFIQT7eHSA,2022-02-22 21:59:55+04:00,2022,2,0,After Work Hours,21
This Is The Way We Get Dressed | Kids Songs | Super Simple Songs,https://www.youtube.com/watch?v=1GDFa-nEzlg,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-02-22 20:46:37+04:00,2022,2,0,After Work Hours,20
"Sesame Street: Healthy Teeth, Healthy Me: Brushy Brush PSA",https://www.youtube.com/watch?v=wxMrtK-kYnE,Sesame Street,https://www.youtube.com/channel/UCoookXUzPciGrEZEXmh4Jjg,2022-02-22 20:45:14+04:00,2022,2,0,After Work Hours,20
The Ice Cream Song | Kids Songs | Super Simple Songs,https://www.youtube.com/watch?v=KbrSWbuWtmc,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-02-22 20:45:06+04:00,2022,2,0,After Work Hours,20
Do You Like Spaghetti Yogurt? | Super Simple Songs,https://www.youtube.com/watch?v=ddDN30evKPc,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-02-22 19:09:13+04:00,2022,2,0,After Work Hours,19
If You're Happy And You Know It Spin Around | Kids Songs | Super Simple Songs,https://www.youtube.com/watch?v=04KMI21kFnc,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-02-22 19:07:02+04:00,2022,2,0,After Work Hours,19
This Is The Way | Kids Songs | Super Simple Songs,https://www.youtube.com/watch?v=4XLQpRI_wOQ,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-02-22 19:04:30+04:00,2022,2,0,After Work Hours,19
The Ants Go Marching #2 | featuring The Bumble Nums | Super Simple Songs,https://www.youtube.com/watch?v=XXRiX8W83CA,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-02-22 18:59:41+04:00,2022,2,0,After Work Hours,18
Baa Baa Black Sheep | CoComelon Nursery Rhymes & Kids Songs,https://www.youtube.com/watch?v=MR5XSOdjKMA,Cocomelon - Nursery Rhymes,https://www.youtube.com/channel/UCbCmjCuTUZos6Inko4u57UQ,2022-02-22 18:56:55+04:00,2022,2,0,After Work Hours,18
Baby Shark Dance | #babyshark Most Viewed Video | Animal Songs | PINKFONG Songs for Children,https://www.youtube.com/watch?v=XqZsoesa55w,Pinkfong Baby Shark - Kids' Songs & Stories,https://www.youtube.com/channel/UCcdwLMPsaU2ezNSJU1nFoBQ,2022-02-22 18:54:52+04:00,2022,2,0,After Work Hours,18
Wheels on the Bus (Play Version)! |@CoComelon  | Nursery Rhymes | Sing Along,https://www.youtube.com/watch?v=1rFXLztqMSw,Moonbug Kids - Kids Learning Videos,https://www.youtube.com/channel/UC1QqdFv5e9QSEi0eYdfwuqw,2022-02-22 18:50:44+04:00,2022,2,0,After Work Hours,18
Old McDonald Had A Farm Sing-along | Nursery Rhyme | #readalong with Super Simple Songs,https://www.youtube.com/watch?v=e5BwVmidYwQ,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-02-22 18:48:54+04:00,2022,2,0,After Work Hours,18
Wheels on the Bus | CoComelon Nursery Rhymes & Kids Songs,https://www.youtube.com/watch?v=e_04ZrNroTo,Cocomelon - Nursery Rhymes,https://www.youtube.com/channel/UCbCmjCuTUZos6Inko4u57UQ,2022-02-22 18:44:34+04:00,2022,2,0,After Work Hours,18
Asian Dads - Jimmy O. Yang,https://www.youtube.com/watch?v=RWSTOkE4XBQ,Jimmy O Yang,https://www.youtube.com/channel/UCi2rNogXeswPLmcHxl7tHPA,2022-02-22 14:28:43+04:00,2022,2,0,Working Hours,14
Why Asians Are Good At Math - Jimmy O. Yang,https://www.youtube.com/watch?v=8dE4mRlBP5M,Jimmy O Yang,https://www.youtube.com/channel/UCi2rNogXeswPLmcHxl7tHPA,2022-02-22 14:25:55+04:00,2022,2,0,Working Hours,14
The 7 Biggest Data Science  Beginner Mistakes,https://www.youtube.com/watch?v=hOUrxTeBJQc,Ken Jee,https://www.youtube.com/channel/UCiT9RITQ9PW6BhXK0y2jaeg,2022-02-22 14:19:15+04:00,2022,2,0,Working Hours,14
Bingo Dog Song - FlickBox Nursery Rhymes With Lyrics | Kids Songs | Cartoon Animation for Children,https://www.youtube.com/watch?v=0IvC6fZYGMM,Little BoBo Nursery Rhymes - FlickBox Studios,https://www.youtube.com/channel/UCBMiY29jmxd9PGU74eT1xPg,2022-02-22 13:52:52+04:00,2022,2,0,Working Hours,13
Pat a Cake Song | CoComelon Nursery Rhymes & Kids Songs,https://www.youtube.com/watch?v=yQhg82lrkxo,Cocomelon - Nursery Rhymes,https://www.youtube.com/channel/UCbCmjCuTUZos6Inko4u57UQ,2022-02-22 13:46:22+04:00,2022,2,0,Working Hours,13
Humpty Dumpty | + More Kids Songs | Super Simple Songs,https://www.youtube.com/watch?v=0n_J2z-ILXo,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-02-22 13:36:33+04:00,2022,2,0,Working Hours,13
Yes Yes Brush Your Teeth + More Nursery Rhymes & Kids Songs - CoComelon,https://www.youtube.com/watch?v=U5V_LW9M9Zs,Cocomelon - Nursery Rhymes,https://www.youtube.com/channel/UCbCmjCuTUZos6Inko4u57UQ,2022-02-22 13:29:30+04:00,2022,2,0,Working Hours,13
SQL Outer Joins and Cross Joins Tutorial,https://www.youtube.com/watch?v=3t2X1jczt4g,Edward Kench,https://www.youtube.com/channel/UCVQckVRznPHB6FXDhORasmQ,2022-02-22 08:57:08+04:00,2022,2,0,Early Morning,8
Wake Up Yoga  |  11-Minute Morning Yoga Practice,https://www.youtube.com/watch?v=UEEsdXn8oG8,Yoga With Adriene,https://www.youtube.com/channel/UCFKE7WVJfvaHW5q283SxchA,2022-02-22 08:15:33+04:00,2022,2,0,Early Morning,8
"Gradient Descent, Step-by-Step",https://www.youtube.com/watch?v=sDv4f4s2SB8,StatQuest with Josh Starmer,https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw,2022-02-21 22:10:20+04:00,2022,2,0,After Work Hours,22
Neural Networks Pt. 2: Backpropagation Main Ideas,https://www.youtube.com/watch?v=IN2XmBhILt4,StatQuest with Josh Starmer,https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw,2022-02-21 21:49:35+04:00,2022,2,0,After Work Hours,21
The Chain Rule,https://www.youtube.com/watch?v=wl1myxrtQHQ,StatQuest with Josh Starmer,https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw,2022-02-21 21:27:54+04:00,2022,2,0,After Work Hours,21
How to American | Jimmy O. Yang | Talks at Google,https://www.youtube.com/watch?v=ND2xk-naGWM,Talks at Google,https://www.youtube.com/channel/UCbmNph6atAoGfqLoCL_duAg,2022-02-21 20:41:32+04:00,2022,2,0,After Work Hours,20
The Best of: Jimmy O. Yang,https://www.youtube.com/watch?v=lbicNSnF7e0,Laugh Society,https://www.youtube.com/channel/UCk2hNddcrBOJ_vwlFohhP-Q,2022-02-21 20:38:04+04:00,2022,2,0,After Work Hours,20
My Dad Does My Life Better Than I Do: Jimmy O. Yang,https://www.youtube.com/watch?v=rXbMPPEflNw,Laugh Society,https://www.youtube.com/channel/UCk2hNddcrBOJ_vwlFohhP-Q,2022-02-21 20:32:40+04:00,2022,2,0,After Work Hours,20
8 tiny habits that help me avoid procrastination,https://www.youtube.com/watch?v=dq_WCdTlPtU,Tina Huang,https://www.youtube.com/channel/UC2UXDak6o7rBm23k3Vv5dww,2022-02-21 20:25:25+04:00,2022,2,0,After Work Hours,20
Best of Super Simple Songs 2021 | Kids Songs | Super Simple Songs,https://www.youtube.com/watch?v=XorFEWPieMk,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-02-21 17:03:07+04:00,2022,2,0,After Work Hours,17
1% Better Every Day - James Clear at ConvertKit Craft + Commerce 2017,https://www.youtube.com/watch?v=mNeXuCYiE0U,ConvertKit,https://www.youtube.com/channel/UC7uOQK6nAYXbrB2pDeirBFA,2022-02-21 16:00:28+04:00,2022,2,0,Working Hours,16
Atomic Habits: How to Get 1% Better Every Day - James Clear,https://www.youtube.com/watch?v=U_nzqnXWvSo,APB Speakers,https://www.youtube.com/channel/UCkBuKdjsbCiABoz-kTqFBbw,2022-02-21 15:52:39+04:00,2022,2,0,Working Hours,15
Techniques I use to be more disciplined and CONSISTENTLY study (with a full time job),https://www.youtube.com/watch?v=SrJzxalevjY,Tina Huang,https://www.youtube.com/channel/UC2UXDak6o7rBm23k3Vv5dww,2022-02-21 15:41:01+04:00,2022,2,0,Working Hours,15
Wheels on the Bus with JJ | Sing Along with CoComelon - Nursery Rhymes & Songs for Kids,https://www.youtube.com/watch?v=xexzCis5bug,JJ and Ella - Lellobee by CoComelon,https://www.youtube.com/channel/UCklPzWxEB9_jwrJfffvE1QA,2022-02-21 12:04:21+04:00,2022,2,0,Working Hours,12
Celebrate Black History Month Mail Time With Blue & Josh! 📬 | Blue's Clues & You!,https://www.youtube.com/watch?v=ur8TJYwiR4Q,,,2022-02-21 12:02:42+04:00,2022,2,0,Working Hours,12
数鸭子-儿歌数鸭子-星天儿歌-Chinese Children-儿歌童谣大全-Stars Kingdom,https://www.youtube.com/watch?v=V__H2RCcmes,Stars Kingdom,https://www.youtube.com/channel/UCCxGP9z7dZXkpRKsGOYy82w,2022-02-21 12:00:22+04:00,2022,2,0,Working Hours,12
Morning Yoga Flow  |  20-Minute Morning Yoga Practice,https://www.youtube.com/watch?v=LqXZ628YNj4,Yoga With Adriene,https://www.youtube.com/channel/UCFKE7WVJfvaHW5q283SxchA,2022-02-21 07:54:00+04:00,2022,2,0,Early Morning,7
Wake Up Yoga  |  11-Minute Morning Yoga Practice,https://www.youtube.com/watch?v=UEEsdXn8oG8,Yoga With Adriene,https://www.youtube.com/channel/UCFKE7WVJfvaHW5q283SxchA,2022-02-21 07:53:13+04:00,2022,2,0,Early Morning,7
Neural Networks Pt. 1: Inside the Black Box,https://www.youtube.com/watch?v=CqOfi41LfDw,StatQuest with Josh Starmer,https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw,2022-02-20 21:38:40+04:00,2022,2,1,After Work Hours,21
big draw 1st march 2014,https://www.youtube.com/watch?v=Zx5tf9kvGmM,Anthony Parfitt,https://www.youtube.com/channel/UCqFClT_yX-14gzU0_cyt9CA,2022-02-20 21:37:50+04:00,2022,2,1,After Work Hours,21
What Professional Data Scientists ACTUALLY Do,https://www.youtube.com/watch?v=iPdO9MwdcLE,Ken Jee,https://www.youtube.com/channel/UCiT9RITQ9PW6BhXK0y2jaeg,2022-02-20 21:24:23+04:00,2022,2,1,After Work Hours,21
Wheels on the Bus | CoComelon Nursery Rhymes & Kids Songs,https://www.youtube.com/watch?v=e_04ZrNroTo,Cocomelon - Nursery Rhymes,https://www.youtube.com/channel/UCbCmjCuTUZos6Inko4u57UQ,2022-02-20 18:52:25+04:00,2022,2,1,After Work Hours,18
If You're Happy And You Know It Spin Around | Kids Songs | Super Simple Songs,https://www.youtube.com/watch?v=04KMI21kFnc,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-02-20 18:52:06+04:00,2022,2,1,After Work Hours,18
The Ants Go Marching #2 | featuring The Bumble Nums | Super Simple Songs,https://www.youtube.com/watch?v=XXRiX8W83CA,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-02-20 18:47:16+04:00,2022,2,1,After Work Hours,18
Wheels on the Bus! | @CoComelon | Kids Learn! | Nursery Rhymes | Sing Along,https://www.youtube.com/watch?v=C3TtWQ2ZPbI,Moonbug Kids - Kids Learning Videos,https://www.youtube.com/channel/UC1QqdFv5e9QSEi0eYdfwuqw,2022-02-20 18:39:29+04:00,2022,2,1,After Work Hours,18
"Teddy Bear, Teddy Bear Song | CoComelon Nursery Rhymes & Kids Songs",https://www.youtube.com/watch?v=VR63WBMi3Wo,Cocomelon - Nursery Rhymes,https://www.youtube.com/channel/UCbCmjCuTUZos6Inko4u57UQ,2022-02-20 13:49:05+04:00,2022,2,1,Working Hours,13
Best of Super Simple Songs 2021 | Kids Songs | Super Simple Songs,https://www.youtube.com/watch?v=XorFEWPieMk,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-02-20 13:32:21+04:00,2022,2,1,Working Hours,13
36 Minutes♫ chinese songs for kids | Songs compilation | Babybus songs,https://www.youtube.com/watch?v=avTVy3XXtqs,萌宝乐成长——Baby Go,https://www.youtube.com/channel/UCzq27rWFcPIHuxC2e8s-Xqg,2022-02-20 13:15:05+04:00,2022,2,1,Working Hours,13
This Is The Way | Kids Songs | Super Simple Songs,https://www.youtube.com/watch?v=4XLQpRI_wOQ,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-02-20 12:49:57+04:00,2022,2,1,Working Hours,12
Yes Yes Playground Song | CoComelon Nursery Rhymes & Kids Songs,https://www.youtube.com/watch?v=KTOwPz-zMWY,Cocomelon - Nursery Rhymes,https://www.youtube.com/channel/UCbCmjCuTUZos6Inko4u57UQ,2022-02-20 12:47:20+04:00,2022,2,1,Working Hours,12
If You’re Happy And You Know It Shout Hoo-ray | Super Simple Songs,https://www.youtube.com/watch?v=eClGqjHz790,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-02-20 12:45:52+04:00,2022,2,1,Working Hours,12
BINGO | Super Simple Songs,https://www.youtube.com/watch?v=9mmF8zOlh_g,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-02-20 12:45:27+04:00,2022,2,1,Working Hours,12
The Bees Go Buzzing | Kids Songs | Super Simple Songs,https://www.youtube.com/watch?v=bWUgZm_AE64,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-02-20 12:44:48+04:00,2022,2,1,Working Hours,12
The Bear Went Over The Mountain | + More Kids Songs | Super Simple Songs,https://www.youtube.com/watch?v=i8tgIVkvQ48,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-02-20 12:34:02+04:00,2022,2,1,Working Hours,12
Garbage Truck Song | Vehicle for Kids | Nursery Rhymes and Baby Songs - BabyBus,https://www.youtube.com/watch?v=Kv8P3hMYwrQ,BabyBus - Kids Songs and Cartoons,https://www.youtube.com/channel/UCpYye8D5fFMUPf9nSfgd4bA,2022-02-20 12:32:06+04:00,2022,2,1,Working Hours,12
Baa Baa Black Sheep | CoComelon Nursery Rhymes & Kids Songs,https://www.youtube.com/watch?v=MR5XSOdjKMA,Cocomelon - Nursery Rhymes,https://www.youtube.com/channel/UCbCmjCuTUZos6Inko4u57UQ,2022-02-20 12:29:12+04:00,2022,2,1,Working Hours,12
Wake Up Yoga  |  11-Minute Morning Yoga Practice,https://www.youtube.com/watch?v=UEEsdXn8oG8,Yoga With Adriene,https://www.youtube.com/channel/UCFKE7WVJfvaHW5q283SxchA,2022-02-20 08:27:04+04:00,2022,2,1,Early Morning,8
"ROC and AUC, Clearly Explained!",https://www.youtube.com/watch?v=4jRBRDbJemM,StatQuest with Josh Starmer,https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw,2022-02-19 21:15:50+04:00,2022,2,1,After Work Hours,21
"Sesame Street: Healthy Teeth, Healthy Me: Brushy Brush PSA",https://www.youtube.com/watch?v=wxMrtK-kYnE,Sesame Street,https://www.youtube.com/channel/UCoookXUzPciGrEZEXmh4Jjg,2022-02-19 20:28:50+04:00,2022,2,1,After Work Hours,20
Think And Grow Rich Audiobook,https://www.youtube.com/watch?v=pIqO-LTvGyA,Abundant Mindset Library,https://www.youtube.com/channel/UCWutw9iOo2wSwOv2CUXGoQw,2022-02-19 19:56:25+04:00,2022,2,1,After Work Hours,19
5 Things Highly Productive People Do Every Sunday That Most Others Don’t,https://www.youtube.com/watch?v=cKTtnhC6f0E,The Art of Improvement,https://www.youtube.com/channel/UCtYzVCmNxrshH4_bPO_-Y-A,2022-02-19 19:47:37+04:00,2022,2,1,After Work Hours,19
Swimming Song! | @CoComelon | Learning Videos For Toddlers,https://www.youtube.com/watch?v=U0CgyevDbIs,Moonbug Kids - After School Club,https://www.youtube.com/channel/UCt2hIud8DEaGml1loTkWFEQ,2022-02-19 13:41:18+04:00,2022,2,1,Working Hours,13
The Ants Go Marching #2 | featuring The Bumble Nums | Super Simple Songs,https://www.youtube.com/watch?v=XXRiX8W83CA,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-02-19 13:34:40+04:00,2022,2,1,Working Hours,13
BINGO | Super Simple Songs,https://www.youtube.com/watch?v=9mmF8zOlh_g,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-02-19 13:31:29+04:00,2022,2,1,Working Hours,13
小兔子乖乖 | 經典兒歌 | 國語童謠 | 最好聽的兒歌 | 貝瓦兒歌,https://www.youtube.com/watch?v=rFrQMUx_OJs,貝瓦兒歌 - 經典童謠 - 卡通動畫 - 最好的儿歌,https://www.youtube.com/channel/UC8iaBqk3DS865Up2qxHsKUQ,2022-02-19 13:25:00+04:00,2022,2,1,Working Hours,13
数鸭子-儿歌数鸭子-星天儿歌-Chinese Children-儿歌童谣大全-Stars Kingdom,https://www.youtube.com/watch?v=V__H2RCcmes,Stars Kingdom,https://www.youtube.com/channel/UCCxGP9z7dZXkpRKsGOYy82w,2022-02-19 13:23:04+04:00,2022,2,1,Working Hours,13
"Maximum Likelihood for the Exponential Distribution, Clearly Explained!!!",https://www.youtube.com/watch?v=p3T-_LMrvBc,StatQuest with Josh Starmer,https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw,2022-02-19 13:03:37+04:00,2022,2,1,Working Hours,13
